,date,dayNum,dayOfWeek,yearFreq,seasonal,weekly,forecast,low80,low95,high80,high95
101,2015-04-12,2465,Sunday,0.276712328767123,1.01815607135199,0.7981617894483499,686844109.4825675,684850081.4466089,683796851.2224602,688843943.3845332,689904947.4818711
102,2015-04-13,2466,Monday,0.279452054794521,1.02091186059033,1.10934198540366,686891736.7191911,684848884.6932386,683769924.6808544,688940682.4170308,690027801.6663607
103,2015-04-14,2467,Tuesday,0.28219178082191804,1.02302401390859,1.1070896125375802,686939089.9172058,684846704.1669694,683741643.2051617,689037868.4530165,690151489.156395
104,2015-04-15,2468,Wednesday,0.284931506849315,1.02441838922672,1.0969373203067498,686986170.3251448,684843537.7865849,683712003.0836884,689135506.4009953,690276016.9331617
105,2015-04-16,2469,Thursday,0.287671232876712,1.02580940163846,1.08839440162175,687032979.2178545,684839383.5168453,683681000.6636322,689233601.1825594,690401391.9865963
106,2015-04-17,2470,Friday,0.29041095890410995,1.0270761532827901,1.03833538830525,687079517.8963451,684834239.3681003,683648632.3506047,689332157.7324592,690527621.3155311
107,2015-04-18,2471,Saturday,0.29315068493150703,1.0280971802061998,0.805186582393774,687125787.6875504,684828103.3958552,683614894.6081135,689431180.9986064,690654711.9279712
108,2015-04-19,2472,Sunday,0.295890410958904,1.02875067074009,0.7978949667648101,687171789.9441074,684820973.7003812,683579783.9571104,689530675.9421568,690782670.8412681
109,2015-04-20,2473,Monday,0.29863013698630103,1.0289148276495799,1.10944603629203,687217526.0441386,684812848.4262855,683543296.9754636,689630647.5375141,690911505.0822948
110,2015-04-21,2474,Tuesday,0.301369863013699,1.02836679284966,1.10716394179801,687262997.3910702,684803725.7621518,683505430.297531,689731100.772384,691041221.6876711
111,2015-04-22,2475,Wednesday,0.30410958904109603,1.02724372405489,1.09700898170719,687308205.4133843,684793603.9401195,683466180.613669,689832040.6477962,691171827.7039279
112,2015-04-23,2476,Thursday,0.30684931506849294,1.0259635889746501,1.08849209484512,687353151.5644205,684782481.235488,683425544.669763,689933472.1781012,691303330.1876833
113,2015-04-24,2477,Friday,0.30958904109589,1.02483312680265,1.03842544066384,687397837.3221419,684770355.96635,683383519.2667942,690035400.3910383,691435736.205814
114,2015-04-25,2478,Saturday,0.31232876712328805,1.02286364804651,0.80502436625498,687442264.1889371,684757226.4931877,683340101.2603629,690137830.3276882,691569052.8356029
115,2015-04-26,2479,Sunday,0.31506849315068497,1.02067827196137,0.7976282332791559,687486433.691414,684743091.218493,683295287.5602574,690240767.042546,691703287.1649349
116,2015-04-27,2480,Monday,0.317808219178082,1.0193858385345,1.1095500969398702,687530347.3801495,684727948.5864114,683249075.1300017,690344215.6034806,691838446.292412
117,2015-04-28,2481,Tuesday,0.320547945205479,1.01819067937284,1.1072382760488502,687574006.8294926,684711797.0823259,683201460.9864216,690448181.0917559,691974537.3275155
118,2015-04-29,2482,Wednesday,0.323287671232877,1.0168016256407,1.09708064778917,687617413.6373425,684694635.232518,683152442.1992075,690552668.6020265,692111567.390739
119,2015-04-30,2483,Thursday,0.32602739726027397,1.01540650698987,1.08858979683733,687660569.4249294,684676461.6037802,683102015.8904891,690657683.2423248,692249543.6137414
120,2015-05-01,2484,Friday,0.32876712328767105,1.01419216193667,1.03851550083245,687703475.8366009,684657274.803031,683050179.2343988,690763230.1340785,692388473.1394582
121,2015-05-02,2485,Saturday,0.33150684931506896,1.0133445983762701,0.804862182796904,687746134.539587,684637073.4770061,682996929.4566686,690869314.4120657,692528363.1222374
122,2015-05-03,2486,Sunday,0.334246575342466,1.01306980264589,0.79736158896157,687788547.2238014,684615856.3118185,682942263.8341959,690975941.2244323,692669220.7279649
